都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
130001,0000000046,東京都,,東海緑道公園,トウカイリョクドウコウエン,,1003a,東京都大田区東海一丁目・二丁目・三丁目／四丁目・五丁目・六丁目,,35.577185,139.759561,03-3790-2378,,,,月火水木金土日,0:00,0:00,,みなとが丘、野鳥、中央海浜の各公園をぐるっと結ぶグリーンベルトです。,,http://seaside-park.jp/otherpark/,,143-0001,都バスJR「品川駅」東口、京急「青物横丁駅」から品98甲乙系統「セントラルビル」下車徒歩2分／モノレール「流通センター」下車徒歩6分など,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000047,東京都,,城南島緑道公園,ジョウナンジマリョクドウコウエン,,1003a,東京都大田区城南島一丁目・二丁目,,35.581768,139.775432,03-3790-2378,,,,月火水木金土日,0:00,0:00,,城南島海浜公園へと続く緑道公園で緩衝緑地の役割も果しています。,,http://seaside-park.jp/otherpark/,,143-0002,京急バスJR「大森駅」東口、京急「平和島駅」から森32系統「建材埠頭」下車徒歩2分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000048,東京都,,京浜島緑道公園,ケイヒンジマリョクドウコウエン,,1003a,東京都大田区京浜島一丁目,,35.568481,139.765208,03-3790-2378,,,,月火水木金土日,0:00,0:00,,運河の水面をながめながらのんびりと散策できます。,,http://seaside-park.jp/otherpark/,,143-0003,京急バスJR「大森駅」東口、京急「大森海岸駅」「平和島駅」から森24系統「京浜島二番地」下車徒歩6分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000049,東京都,,明治の森高尾国定公園,メイジノモリタカオコクテイコウエン,,1002a,東京都八王子市高尾町,,35.631366,139.26758,042-664-7872,,,,月火水木金土日,0:00,0:00,,八王子市郊外の山麓から高尾山周辺を中心とした国定公園です。明治百年記念事業の一環として、大阪府の箕面公園と共に、都立高尾陣場自然公園の一部が国定公園として指定されました。身近に自然を楽しめる公園として、多くの都民に利用されています。明治の森高尾国定公園は、高尾山を中心とする国定公園で、広さは770ヘクタールです。高尾山は、東京都西部に位置する標高599mの山で、長きに渡って保護されてきたため、東京近郊に位置しながらも豊かな自然が保たれています。また、高尾山周辺の森林は冷温帯と暖温帯の境界にあり、それぞれの気候区の生物が生育できる環境が整っているため、多くの種類の動植物が生息しています。,,https://www.ces-net.jp/takaovc/,,193-0844,明治の森高尾国定公園へは、電車または車で行くことができます。明治の森高尾国定公園の最寄駅となる京王線高尾山口駅へは、新宿駅から京王線の準特急直通で約47分です。JRを利用する場合は、高尾駅まで特別快速で約44分、快速で57分で、高尾駅で京王線に乗り換えて3分です。車で行く場合は、中央道八王子インターチェンジから国道16号を相模原方面へ向かいます。その後、国道20号を右折して、大月・甲府方面へ向かいます。駐車は、京王線高尾山口駅周辺の有料駐車場が利用できます。京王線高尾山口駅から自然研究路1号路、6号路、稲荷山コースの登山口、および高尾登山鉄道（ケーブルカー）清滝駅へは徒歩約5分です。休日は大変混雑することがあります。,1,有料,0,,,0,,0,,,,,2019-03-28
130001,0000000050,東京都,,高尾陣場自然公園,タカオジンバシゼンコウエン,,1002a,東京都八王子市高尾町,,35.625024,139.243244,042-664-7872,,,,月火水木金土日,0:00,0:00,,"高尾陣場自然公園は昭和25年に指定されましたが、その後、一部が明治の森高尾国定公園に指定されました。このため、都立高尾陣場自然公園と明治の森高尾国定公園は区域が密接しており、共に利用・管理されています。陣馬山から景信山を経て小仏峠に至る都県境の山地帯、八王子城跡がある城山、北条氏照墓がある丘陵部、浅川周辺など、自然の景観と史跡にあふれた公園です。高尾陣場自然公園は、1950年（昭和25年）に指定された4,403ヘクタールの広域な自然公園です。公園の一部が明治の森高尾国定公園に指定されており、区域が密接しているため、両公園は一体で利用および管理されています。陣馬山から景信山を経て、小仏峠に至る都県境の山地帯であり、大部分が森林で豊かな自然環境が保全されています。低山帯ながら起伏に富んだ山々で、浅川の源流の水辺もあり、多種多様な景観を見ることができます。",,http://www.kankyo.metro.tokyo.jp/naturepark/know/park/introduction/toritu/takao/index.html,,193-0844,陣馬山への登山口である和田峠へは、電車とバスで行くことができます。JR新宿駅からJR中央線に乗車して、高尾駅で下車します。高尾駅北口から「陣馬高原下」行きの西東京バスに乗車して、終点のバス停「陣馬高原下」で下車します。「陣馬高原下」バス停から首都圏自然歩道の「鳥のみち」や「富士見のみち」の登山口となる和田峠までは、徒歩で約30分です。南側の相模湖方面から明王峠を経由して陣馬山を登る場合は、JR相模湖駅から近い与瀬神社が登山口になります。JR新宿駅からJR中央線に乗車して、相模湖駅で下車します。相模湖駅から陣馬山・明王峠の登山口となる与瀬神社（興瀬神社）までは、徒歩約10分です。,1,有料,0,,,0,,0,,,,,2019-03-28
130001,0000000051,東京都,,滝山自然公園,タキヤマシゼンコウエン,,1002a,東京都八王子市高月町、丹木町二、三丁目,,35.701454,139.330101,042-623-1615,,,,月火水木金土日,0:00,0:00,,滝山自然公園は、多摩川と秋川の合流点の南側に広がる標高200mの滝山丘陵の大部分を占め、多摩川に接した北側には数十メートルの断崖が切り立っています。断崖や尾根から眺める秋川や多摩川の景観はすばらしく、関東平野を一望できます。都立滝山自然公園の大部分は、多摩川と秋川の合流点の南側に広がる、標高200mの丘陵地帯です。多摩川の北側には数十メートルの断崖が切り立ち、断崖や尾根からは、遠く関東平野を一望することができます。平安時代の修験道文化の名残をとどめることから、奈良の吉野山に見立てられた滝山の丘陵の山々は、住民と行政等の協力によってソメイヨシノ、ヤマザクラなどの桜が植えられ、長い年月を経て都内有数の桜の名所地となりました。4月の桜、ゴールデンウィーク頃のヤマツツジなど、花と緑豊かな自然環境を存分に楽しむことができます。,,https://tamaparks.com/takiyama/,,192-0002,都立滝山自然公園へは、電車とバス、または車で行くことができます。電車とバスの場合、JR中央線「八王子」駅または京王線「京王八王子」駅から西東京バス「戸吹」行きに乗車して、「滝山城址下」バス停で下車します。バス停から公園の入り口までは、徒歩約15分です。車の場合、中央自動車道八王子インターチェンジから国道16号を拝島方面に向かい、左入交差点を左折し、国道411号（滝山街道）へ入ります。駐車場は滝山観光駐車場をご利用ください。,1,無料,0,,,0,,0,,,,,2019-03-28
130001,0000000052,東京都,,多摩丘陵自然公園,タマキュウリョウシゼンコウエン,,1002a,東京都八王子市、町田市、多摩市,,35.659984,139.41034,03-3232-3011,,,,月火水木金土日,0:00,0:00,,「まゆ引の多摩の横山」と万葉集にも詠まれた多摩川南岸の丘陵に展開する自然公園です。北側は多摩川沿いの平地に接しており、高尾、奥多摩、秩父の山間を一望できます。,,https://www.tokyo-park.or.jp/tama/,,206-0021,都立多摩丘陵自然公園内にある都立長沼公園へは、京王線新宿駅から約45分の長沼駅を下車して、徒歩約10分です。都立平山城址公園へは、京王線新宿駅から約40分の平山城址公園駅を下車して、徒歩約20分です。,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000053,東京都,,狭山自然公園,サヤマシゼンコウエン,,1002a,東京都東大和市、東村山市、武蔵村山市、瑞穂町,,35.763198,139.441582,042-393-0154,,,,月火水木金土日,0:00,0:00,,武蔵野の一角に浮かぶように位置する楕円形の自然公園で、北側は埼玉県との境になっています。箱根ヶ崎から東村山にかけて三条の尾根と二条の渓谷が走り、中央の丘陵には村山、山口の2つの貯水池があり、その周辺は水源林となっています。貯水池の周辺は桜の名所として知られています。東大和市・東村山市・武蔵村山市・西多摩郡瑞穂町に広がり、指定区域は狭山丘陵の多摩湖（村山貯水池）周辺の775ヘクタールに及びます。都立狭山自然公園は、狭山丘陵が浸食されて形成された小さい谷（谷戸）が入り組む地形であることから、里山の景観を残した豊かな自然が色濃く残っています。狭山湖の西側には都立野山北・六道山公園があり、自然公園内の一部は都立狭山公園、都立東大和公園、都立八国山公園として整備されています。桜や紅葉、美しい湖などの景色を眺められることから、景勝地として親しまれています。,,http://www.sayamaparks.com/sayamahills/,,189-0026,都立狭山自然公園の東側、都立狭山公園へは、西武多摩湖線西武遊園地駅から徒歩約5分です。車で行く場合は、所沢インターチェンジから約30分です。都立狭山自然公園の西側、野山北・六道山公園へは、JR立川駅から立川バスをはじめ、多摩モノレール上北台駅から武蔵村山市内循環バス、西武拝島線東大和市駅から西武バスなどに乗車して、バス停「横田」「長円寺」「峰」または「岸」で下車後、徒歩約10分です。車で行く場合は、入間インターンチェンジから約30分です。,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000054,東京都,,羽村草花丘陵自然公園,ハムラクサバナキュウリョウコウエン,,1002a,東京都あきる野市、福生市、羽村市、青梅市,,35.743495,139.311082,,,,,月火水木金土日,0:00,0:00,,多摩川沿いに帯状に展開する標高200mから300mの丘陵のうち、大澄山や浅間岳などが主体となっています。尾根は円形になっており、下からはこんもりした森のように見え、尾根からは関東平野を一望できます。公園の名称にある「草花」は、植物ではなくあきる野市内の地名に由来しています。公園の中心は、大澄山（だいちょうさん）、浅間岳（せんげんだけ）などがある標高200～300mの丘陵となっていて、雑木林にハイキングコースが続いています。ハイキングコースは、あきる野市・福生市・羽村市の3つの市をまたがり、途中で玉川上水や多摩川一帯を歩きます。尾根は円形になっており、下からこんもりとした森のように見えることが特徴で、尾根から関東平野の美しい景色が見晴らせます。春になると、羽村堰や多摩川、玉川上水で桜が美しく咲き誇ります。,,http://www.city.hamura.tokyo.jp/,,197-0802,土木遺産である羽村取水堰へは、徒歩、バス、または車で行くことができます。徒歩で行く場合は、JR羽村駅西口から徒歩約10分です。バスで行く場合は、JR福生駅から「小作駅西口」行きの西東京バスに乗車して、「羽村堰上」バス停で下車します。または、JR小作駅西口から「福生駅」行きの西東京バスに乗車して、「羽村堰上」バス停で下車します。車で行く場合は、首都圏中央連絡自動車道の日の出インターチャンジから約4.5km、または首都圏中央連絡自動車道の青梅インターチェンジから 約6.2kmです。,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000055,東京都,,秋川丘陵自然公園,アキカワキュウリョウシゼンコウエン,,1002a,東京都八王子市、あきる野市,,35.720824,139.231591,,,,,月火水木金土日,0:00,0:00,,秋川の右岸の丘陵地帯にあり、東側は滝山自然公園、西側は秩父多摩甲斐国立公園に接しています。300m程度の丘陵が12kmほど連続しています。山は落葉樹林と植林で覆われ、山の間から多くの谷が出て谷戸を形成しています。都立秋川丘陵自然公園は、秋川の右岸の丘陵地帯に位置しています。その東側には都立滝山自然公園が、西側には秩父多摩甲斐国立公園があり、ともに豊かな自然を形成しています。敷地内の地形は、標高300m程度の高低差の丘陵が約12km続きます。木々は、落葉樹林と植林が中心です。山の間には多くの谷があり、谷戸の景色を楽しめます。秋川渓谷をはじめとした複数の渓谷は、四季折々に表情を変える豊かな自然を作り出しています。,,http://www.kankyo.metro.tokyo.jp/naturepark/know/park/introduction/toritu/akikawa/characteristic.html,,190-0152,秋川丘陵自然公園内の自然公園施設である都立小峰公園へは、徒歩、バス、または車で行くことができます。徒歩の場合、JR武蔵五日市駅から秋川街道沿い向かい、徒歩17分です。バスの場合、JR武蔵五日市駅から「京王八王子駅（川口経由）」行きのバスに乗車して、「小峰公園」バス停を下車してすぐです。所要時間は約6分で、平日は5～22時（土日祝は20時まで）で1時間に1～3本運行しています。車の場合は、小峰公園のビジターセンターに30台収容できる駐車場があります。,1,無料,0,,,0,,0,,,,,2019-03-28
